tempo_s,freq_khz,potencia_db_rel
2.376,2.71875,-38.979183
2.448,2.71875,-53.388771
2.528,2.71875,-59.835899
2.6,2.71875,-66.88736
2.68,2.71875,-65.170372
2.752,2.71875,-48.60923
2.832,2.71875,-36.051159
2.904,2.71875,-42.149769
2.984,2.71875,-39.687851
0.016,2.90625,-70
0.096,2.90625,-70
0.168,2.90625,-70
0.248,2.90625,-70
0.32,2.90625,-36.461185
0.4,2.90625,-21.656876
0.472,2.90625,-42.843025
0.552,2.90625,-39.867344
0.624,2.90625,-70
0.704,2.90625,-45.882034
0.776,2.90625,-49.285408
0.856,2.90625,-34.357395
0.928,2.90625,-39.316029
1.008,2.90625,-52.309662
1.08,2.90625,-61.526443
1.16,2.90625,-59.111671
1.232,2.90625,-70
1.312,2.90625,-25.505329
1.384,2.90625,-24.2285
1.464,2.90625,-53.821899
1.536,2.90625,-60.784943
1.616,2.90625,-70
1.688,2.90625,-52.678955
1.768,2.90625,-33.951828
1.84,2.90625,-39.685181
1.92,2.90625,-31.988121
1.992,2.90625,-55.734207
2.072,2.90625,-58.958252
2.144,2.90625,-67.024437
2.224,2.90625,-47.809265
2.296,2.90625,-27.413784
2.376,2.90625,-50.501846
2.448,2.90625,-60.294136
2.528,2.90625,-68.430077
2.6,2.90625,-60.571075
2.68,2.90625,-63.434578
2.752,2.90625,-47.947235
2.832,2.90625,-40.192055
2.904,2.90625,-43.801483
2.984,2.90625,-46.82103
0.016,3.0625,-70
0.096,3.0625,-70
0.168,3.0625,-70
0.248,3.0625,-70
0.32,3.0625,-30.511494
0.4,3.0625,-24.394917
0.472,3.0625,-45.235123
0.552,3.0625,-34.072632
0.624,3.0625,-70
0.704,3.0625,-40.420837
0.776,3.0625,-43.454899
0.856,3.0625,-33.212234
0.928,3.0625,-44.139805
1.008,3.0625,-51.295654
1.08,3.0625,-57.500206
1.16,3.0625,-54.705284
1.232,3.0625,-70
1.312,3.0625,-21.607918
1.384,3.0625,-17.567616
1.464,3.0625,-42.139172
1.536,3.0625,-51.809334
1.616,3.0625,-70
1.688,3.0625,-51.862595
1.768,3.0625,-37.974758
1.84,3.0625,-38.521523
1.92,3.0625,-33.168304
1.992,3.0625,-46.763805
2.072,3.0625,-60.153786
2.144,3.0625,-70
2.224,3.0625,-44.668358
2.296,3.0625,-22.770672
2.376,3.0625,-48.652157
2.448,3.0625,-55.83065
2.528,3.0625,-59.469627
2.6,3.0625,-69.43914
2.68,3.0625,-65.026802
2.752,3.0625,-46.63422
2.832,3.0625,-41.707527
2.904,3.0625,-49.52623
2.984,3.0625,-43.040012
0.016,3.21875,-70
0.096,3.21875,-70
0.168,3.21875,-70
0.248,3.21875,-70
0.32,3.21875,-27.260048
0.4,3.21875,-22.900734
0.472,3.21875,-38.984398
0.552,3.21875,-48.890633
0.624,3.21875,-70
0.704,3.21875,-66.021225
0.776,3.21875,-43.865463
0.856,3.21875,-39.163887
0.928,3.21875,-43.848515
1.008,3.21875,-63.194008
1.08,3.21875,-69.566566
1.16,3.21875,-57.104218
1.232,3.21875,-70
1.312,3.21875,-23.847435
1.384,3.21875,-36.774944
1.464,3.21875,-70
1.536,3.21875,-62.486961
1.616,3.21875,-70
1.688,3.21875,-64.359093
1.768,3.21875,-30.492561
1.84,3.21875,-30.890041
1.92,3.21875,-27.021698
1.992,3.21875,-48.208237
2.072,3.21875,-65.80394
2.144,3.21875,-65.685707
2.224,3.21875,-45.010201
2.296,3.21875,-31.023602
2.376,3.21875,-38.657639
2.448,3.21875,-51.275513
2.528,3.21875,-65.260353
2.6,3.21875,-70
2.68,3.21875,-57.075859
2.752,3.21875,-46.414394
2.832,3.21875,-44.421776
2.904,3.21875,-47.525463
2.984,3.21875,-39.445114
0.016,3.40625,-70
0.096,3.40625,-70
0.168,3.40625,-70
0.248,3.40625,-70
0.32,3.40625,-22.614433
